,Time,PRICE,SIZE,BID_PRICE1,ASK_PRICE1,BID_SIZE1,ASK_SIZE1,Type
16184,2023-03-16 21:21:25.013718,159.69,5,,,,,Deal
40629,2023-03-16 21:21:25.013718,,,159.68,159.69,134,1,Glass
40630,2023-03-16 21:21:25.763234,,,159.68,159.7,134,200,Glass
16185,2023-03-16 21:21:25.763234,159.69,1,,,,,Deal
40631,2023-03-16 21:21:26.585900,,,159.68,159.71,134,74,Glass
40632,2023-03-16 21:21:28.919377,,,159.68,159.71,134,7,Glass
40633,2023-03-16 21:21:33.637593,,,159.7,159.71,1,7,Glass
16186,2023-03-16 21:21:33.638118,159.7,1,,,,,Deal
40634,2023-03-16 21:21:41.177688,,,159.68,159.71,1,7,Glass
16187,2023-03-16 21:21:41.177688,159.68,133,,,,,Deal
40635,2023-03-16 21:21:45.384968,,,159.65,159.68,6,232,Glass
16188,2023-03-16 21:21:47.439087,159.68,42,,,,,Deal
40636,2023-03-16 21:21:47.439087,,,159.65,159.68,6,190,Glass
40637,2023-03-16 21:21:48.318956,,,159.65,159.7,164,35,Glass
40638,2023-03-16 21:21:50.469855,,,159.65,159.7,164,36,Glass
16189,2023-03-16 21:21:57.980959,159.7,32,,,,,Deal
40639,2023-03-16 21:21:57.980959,,,159.65,159.7,164,4,Glass
40640,2023-03-16 21:21:59.740822,,,159.65,159.7,7,11,Glass
40641,2023-03-16 21:22:01.457748,,,159.68,159.7,2,11,Glass
40642,2023-03-16 21:22:13.051590,,,159.68,159.7,2,8,Glass
16190,2023-03-16 21:22:13.051590,159.7,3,,,,,Deal
40643,2023-03-16 21:22:16.838395,,,159.68,159.7,2,9,Glass
40644,2023-03-16 21:22:33.078363,,,159.68,159.7,2,1,Glass
16191,2023-03-16 21:22:33.078363,159.7,8,,,,,Deal
40645,2023-03-16 21:22:37.492534,,,159.68,159.71,3,219,Glass
16192,2023-03-16 21:22:37.492534,159.7,1,,,,,Deal
40646,2023-03-16 21:22:42.570347,,,159.68,159.71,3,211,Glass
40647,2023-03-16 21:22:50.856018,,,159.68,159.71,3,210,Glass
16193,2023-03-16 21:22:50.856018,159.71,1,,,,,Deal
40648,2023-03-16 21:22:53.042920,,,159.68,159.71,3,209,Glass
16194,2023-03-16 21:22:53.042920,159.71,1,,,,,Deal
40649,2023-03-16 21:22:58.012935,,,159.68,159.71,43,209,Glass
40650,2023-03-16 21:23:12.869575,,,159.68,159.71,41,209,Glass
16195,2023-03-16 21:23:12.869575,159.68,2,,,,,Deal
40651,2023-03-16 21:23:22.379780,,,159.69,159.71,200,209,Glass
16196,2023-03-16 21:23:22.380299,159.69,200,,,,,Deal
40652,2023-03-16 21:23:23.795306,,,159.68,159.71,28,135,Glass
40653,2023-03-16 21:23:28.485840,,,159.7,159.71,15,135,Glass
16197,2023-03-16 21:23:28.486889,159.7,15,,,,,Deal
40654,2023-03-16 21:23:31.189160,,,159.7,159.71,1,120,Glass
16198,2023-03-16 21:23:31.189592,159.7,1,,,,,Deal
16199,2023-03-16 21:23:40.223756,159.71,1,,,,,Deal
40655,2023-03-16 21:23:40.223756,,,159.68,159.71,28,117,Glass
16200,2023-03-16 21:23:41.955701,159.68,28,,,,,Deal
40656,2023-03-16 21:23:41.955701,,,159.66,159.71,2,117,Glass
40657,2023-03-16 21:23:51.112823,,,159.66,159.68,1,7,Glass
16201,2023-03-16 21:23:51.112823,159.66,1,,,,,Deal
40658,2023-03-16 21:23:53.149207,,,159.64,159.68,190,7,Glass
16202,2023-03-16 21:23:53.149207,159.65,7,,,,,Deal
40659,2023-03-16 21:23:55.438200,,,159.66,159.68,1,7,Glass
16203,2023-03-16 21:23:56.639155,159.68,1,,,,,Deal
40660,2023-03-16 21:23:56.639155,,,159.66,159.68,1,6,Glass
40661,2023-03-16 21:23:57.741449,,,159.67,159.68,1,6,Glass
16204,2023-03-16 21:23:57.741954,159.67,1,,,,,Deal
40662,2023-03-16 21:23:59.030667,,,159.67,159.68,1,6,Glass
16205,2023-03-16 21:23:59.031587,159.67,1,,,,,Deal
40663,2023-03-16 21:23:59.844287,,,159.67,159.68,1,6,Glass
16206,2023-03-16 21:23:59.844845,159.67,1,,,,,Deal
40664,2023-03-16 21:24:00.722055,,,159.67,159.68,1,6,Glass
16207,2023-03-16 21:24:00.722527,159.67,1,,,,,Deal
40665,2023-03-16 21:24:02.308208,,,159.65,159.68,42,6,Glass
40666,2023-03-16 21:24:04.280581,,,159.66,159.68,1,6,Glass
40667,2023-03-16 21:24:05.852701,,,159.67,159.68,1,10,Glass
16208,2023-03-16 21:24:05.853179,159.67,1,,,,,Deal
40668,2023-03-16 21:24:07.403471,,,159.67,159.68,1,10,Glass
16209,2023-03-16 21:24:07.404163,159.67,1,,,,,Deal
40669,2023-03-16 21:24:08.317952,,,159.65,159.68,42,10,Glass
40670,2023-03-16 21:24:08.926734,,,159.67,159.68,1,6,Glass
16210,2023-03-16 21:24:08.927382,159.67,1,,,,,Deal
40671,2023-03-16 21:24:09.515217,,,159.65,159.68,43,6,Glass
40672,2023-03-16 21:24:10.621146,,,159.65,159.68,43,6,Glass
40673,2023-03-16 21:24:11.353991,,,159.66,159.68,1,6,Glass
40674,2023-03-16 21:24:12.488630,,,159.65,159.68,43,6,Glass
40675,2023-03-16 21:24:13.644823,,,159.66,159.68,1,6,Glass
40676,2023-03-16 21:24:15.280831,,,159.67,159.68,1,6,Glass
40677,2023-03-16 21:24:16.115462,,,159.65,159.68,42,6,Glass
40678,2023-03-16 21:24:16.737023,,,159.65,159.69,42,58,Glass
16211,2023-03-16 21:24:16.737023,159.68,6,,,,,Deal
40679,2023-03-16 21:24:19.597233,,,159.69,159.7,1,152,Glass
16212,2023-03-16 21:24:19.597730,159.69,1,,,,,Deal
40680,2023-03-16 21:24:20.675696,,,159.68,159.7,65,152,Glass
40681,2023-03-16 21:24:22.856751,,,159.68,159.7,64,152,Glass
40682,2023-03-16 21:24:24.226993,,,159.69,159.7,1,152,Glass
16213,2023-03-16 21:24:24.227859,159.69,1,,,,,Deal
16214,2023-03-16 21:24:25.298225,159.7,1,,,,,Deal
40683,2023-03-16 21:24:25.298225,,,159.68,159.7,64,151,Glass
40684,2023-03-16 21:24:26.915552,,,159.68,159.7,96,151,Glass
40685,2023-03-16 21:24:33.537942,,,159.68,159.7,96,150,Glass
16215,2023-03-16 21:24:33.537942,159.7,1,,,,,Deal
40686,2023-03-16 21:24:35.100810,,,159.68,159.7,96,126,Glass
16216,2023-03-16 21:24:35.100810,159.7,20,,,,,Deal
16217,2023-03-16 21:24:39.129031,159.7,1,,,,,Deal
40687,2023-03-16 21:24:39.129031,,,159.68,159.7,96,125,Glass
40688,2023-03-16 21:24:45.566413,,,159.68,159.7,96,225,Glass
40689,2023-03-16 21:24:48.765295,,,159.68,159.7,96,1225,Glass
16218,2023-03-16 21:24:48.768498,159.68,23,,,,,Deal
40690,2023-03-16 21:24:57.933279,,,159.68,159.69,73,12,Glass
40691,2023-03-16 21:24:59.407374,,,159.68,159.69,41,12,Glass
16219,2023-03-16 21:25:02.313748,159.69,6,,,,,Deal
40692,2023-03-16 21:25:02.313748,,,159.68,159.69,41,6,Glass
40693,2023-03-16 21:25:14.456282,,,159.68,159.69,41,11,Glass
40694,2023-03-16 21:25:16.988857,,,159.68,159.69,41,12,Glass
16220,2023-03-16 21:25:17.798754,159.69,5,,,,,Deal
40695,2023-03-16 21:25:17.798754,,,159.68,159.69,41,8,Glass
40696,2023-03-16 21:25:25.899718,,,159.68,159.7,41,206,Glass
16221,2023-03-16 21:25:25.899718,159.7,32,,,,,Deal
40697,2023-03-16 21:25:27.708868,,,159.68,159.7,41,204,Glass
16222,2023-03-16 21:25:27.708868,159.7,2,,,,,Deal
16223,2023-03-16 21:25:33.082523,159.7,1,,,,,Deal
40698,2023-03-16 21:25:33.082523,,,159.68,159.7,41,203,Glass
40699,2023-03-16 21:25:53.316053,,,159.68,159.7,41,213,Glass
16224,2023-03-16 21:25:53.316053,159.7,2,,,,,Deal
40700,2023-03-16 21:26:06.872227,,,159.68,159.7,41,313,Glass
40701,2023-03-16 21:26:14.583647,,,159.68,159.7,61,313,Glass
40702,2023-03-16 21:26:34.896019,,,159.68,159.7,41,313,Glass
16225,2023-03-16 21:26:46.874707,159.68,41,,,,,Deal
40703,2023-03-16 21:26:46.874707,,,159.67,159.7,23,313,Glass
16226,2023-03-16 21:26:50.411522,159.68,1,,,,,Deal
40704,2023-03-16 21:26:50.411522,,,159.67,159.68,48,38,Glass
16227,2023-03-16 21:26:51.998299,159.68,4,,,,,Deal
40705,2023-03-16 21:26:51.998299,,,159.67,159.68,48,34,Glass
16228,2023-03-16 21:26:55.645070,159.68,1,,,,,Deal
40706,2023-03-16 21:26:55.645070,,,159.67,159.68,48,33,Glass
40707,2023-03-16 21:27:07.901117,,,159.67,159.7,48,313,Glass
40708,2023-03-16 21:27:09.948652,,,159.68,159.69,100,34,Glass
40709,2023-03-16 21:27:19.502758,,,159.68,159.7,102,313,Glass
40710,2023-03-16 21:27:20.815030,,,159.68,159.7,102,312,Glass
16229,2023-03-16 21:27:20.815030,159.7,1,,,,,Deal
40711,2023-03-16 21:27:39.669158,,,159.68,159.7,102,313,Glass
40712,2023-03-16 21:27:40.292294,,,159.68,159.7,102,299,Glass
16230,2023-03-16 21:27:40.292294,159.7,14,,,,,Deal
16231,2023-03-16 21:27:42.463478,159.7,3,,,,,Deal
40713,2023-03-16 21:27:42.463478,,,159.68,159.7,102,296,Glass
40714,2023-03-16 21:27:55.916427,,,159.68,159.7,102,376,Glass
40715,2023-03-16 21:28:03.019735,,,159.68,159.7,102,366,Glass
16232,2023-03-16 21:28:03.019735,159.7,10,,,,,Deal
16233,2023-03-16 21:28:08.764644,159.68,20,,,,,Deal
40716,2023-03-16 21:28:08.764644,,,159.68,159.7,82,366,Glass
16234,2023-03-16 21:28:18.029872,159.69,1,,,,,Deal
40717,2023-03-16 21:28:18.029872,,,159.67,159.69,5,33,Glass
40718,2023-03-16 21:28:32.944248,,,159.67,159.69,6,33,Glass
16235,2023-03-16 21:28:41.393724,159.67,2,,,,,Deal
40719,2023-03-16 21:28:41.393724,,,159.67,159.69,4,33,Glass
40720,2023-03-16 21:28:48.876060,,,159.67,159.69,1,35,Glass
16236,2023-03-16 21:28:50.512601,159.67,1,,,,,Deal
40721,2023-03-16 21:28:50.512601,,,159.66,159.69,36,35,Glass
40722,2023-03-16 21:28:51.658014,,,159.66,159.69,30,36,Glass
16237,2023-03-16 21:28:52.129916,159.69,1,,,,,Deal
40723,2023-03-16 21:28:52.446977,,,159.66,159.69,30,38,Glass
40724,2023-03-16 21:28:56.021582,,,159.66,159.69,30,40,Glass
16238,2023-03-16 21:28:59.141280,159.69,1,,,,,Deal
40725,2023-03-16 21:28:59.141280,,,159.66,159.69,30,39,Glass
40726,2023-03-16 21:28:59.768997,,,159.66,159.69,30,41,Glass
16239,2023-03-16 21:29:00.328755,159.69,2,,,,,Deal
40727,2023-03-16 21:29:00.328755,,,159.66,159.69,30,39,Glass
40728,2023-03-16 21:29:01.273742,,,159.66,159.69,30,41,Glass
40729,2023-03-16 21:29:04.930004,,,159.66,159.68,30,1,Glass
16240,2023-03-16 21:29:05.466077,159.68,1,,,,,Deal
40730,2023-03-16 21:29:05.466077,,,159.66,159.69,30,41,Glass
40731,2023-03-16 21:29:21.217742,,,159.66,159.68,30,36,Glass
40732,2023-03-16 21:29:25.883417,,,159.65,159.68,50,36,Glass
40733,2023-03-16 21:29:26.518098,,,159.65,159.68,15,36,Glass
16241,2023-03-16 21:29:26.518098,159.65,35,,,,,Deal
40734,2023-03-16 21:29:27.153314,,,159.65,159.68,15,37,Glass
40735,2023-03-16 21:29:43.949742,,,159.66,159.68,95,37,Glass
40736,2023-03-16 21:29:47.278009,,,159.66,159.68,95,66,Glass
40737,2023-03-16 21:29:54.747986,,,159.66,159.68,95,65,Glass
16242,2023-03-16 21:29:54.747986,159.68,1,,,,,Deal
40738,2023-03-16 21:29:59.400959,,,159.67,159.68,70,65,Glass
40739,2023-03-16 21:30:06.056778,,,159.66,159.68,95,65,Glass
16243,2023-03-16 21:30:06.056778,159.67,70,,,,,Deal
40740,2023-03-16 21:30:26.400416,,,159.66,159.67,95,166,Glass
16244,2023-03-16 21:30:26.400416,159.67,1,,,,,Deal
40741,2023-03-16 21:30:27.718557,,,159.66,159.67,87,166,Glass
16245,2023-03-16 21:30:27.718557,159.66,8,,,,,Deal
40742,2023-03-16 21:30:33.342405,,,159.66,159.67,87,165,Glass
16246,2023-03-16 21:30:33.342405,159.67,1,,,,,Deal
40743,2023-03-16 21:30:42.551561,,,159.66,159.67,87,170,Glass
16247,2023-03-16 21:30:47.706866,159.67,11,,,,,Deal
40744,2023-03-16 21:30:47.706866,,,159.66,159.67,87,159,Glass
16248,2023-03-16 21:30:51.562343,159.66,87,,,,,Deal
40745,2023-03-16 21:30:51.562343,,,159.65,159.67,40,159,Glass
16249,2023-03-16 21:30:52.689631,159.65,1,,,,,Deal
40746,2023-03-16 21:30:52.689631,,,159.64,159.65,21,608,Glass
40747,2023-03-16 21:30:54.830301,,,159.64,159.67,21,148,Glass
40748,2023-03-16 21:31:08.322664,,,159.64,159.66,21,111,Glass
40749,2023-03-16 21:31:16.286993,,,159.65,159.66,1,100,Glass
40750,2023-03-16 21:31:19.753043,,,159.64,159.66,21,105,Glass
16250,2023-03-16 21:31:19.753043,159.65,1,,,,,Deal
40751,2023-03-16 21:31:22.215120,,,159.64,159.65,21,89,Glass
16251,2023-03-16 21:31:22.215120,159.65,10,,,,,Deal
40752,2023-03-16 21:31:36.237126,,,159.64,159.65,1,89,Glass
16252,2023-03-16 21:31:36.237126,159.64,20,,,,,Deal
40753,2023-03-16 21:31:37.397420,,,159.62,159.65,132,89,Glass
40754,2023-03-16 21:31:38.937654,,,159.63,159.65,30,79,Glass
16253,2023-03-16 21:31:38.937654,159.65,10,,,,,Deal
40755,2023-03-16 21:31:44.085338,,,159.62,159.65,132,84,Glass
40756,2023-03-16 21:31:55.907576,,,159.62,159.64,132,1,Glass
16254,2023-03-16 21:31:56.213402,159.64,1,,,,,Deal
40757,2023-03-16 21:31:56.419969,,,159.62,159.64,132,2,Glass
40758,2023-03-16 21:31:59.796953,,,159.62,159.64,132,4,Glass
40759,2023-03-16 21:32:06.000227,,,159.62,159.64,117,5,Glass
16255,2023-03-16 21:32:06.000227,159.62,15,,,,,Deal
16256,2023-03-16 21:32:13.502877,159.64,1,,,,,Deal
40760,2023-03-16 21:32:13.502877,,,159.62,159.64,117,4,Glass
40761,2023-03-16 21:32:36.842716,,,159.62,159.64,117,3,Glass
16257,2023-03-16 21:32:36.842716,159.64,1,,,,,Deal
16258,2023-03-16 21:32:40.158185,159.62,117,,,,,Deal
40762,2023-03-16 21:32:40.158185,,,159.61,159.64,8,3,Glass
16259,2023-03-16 21:32:41.000704,159.58,2,,,,,Deal
40763,2023-03-16 21:32:41.000704,,,159.58,159.64,26,229,Glass
40764,2023-03-16 21:32:41.508703,,,159.58,159.63,26,5,Glass
40765,2023-03-16 21:32:44.672814,,,159.58,159.62,26,238,Glass
40766,2023-03-16 21:32:49.015808,,,159.58,159.62,26,233,Glass
16260,2023-03-16 21:32:54.032327,159.58,1,,,,,Deal
40767,2023-03-16 21:32:54.032327,,,159.58,159.62,25,233,Glass
40768,2023-03-16 21:32:54.819091,,,159.58,159.62,24,233,Glass
16261,2023-03-16 21:32:54.819091,159.58,1,,,,,Deal
40769,2023-03-16 21:32:55.789275,,,159.58,159.62,23,233,Glass
16262,2023-03-16 21:32:55.789275,159.58,1,,,,,Deal
16263,2023-03-16 21:32:56.949915,159.58,1,,,,,Deal
40770,2023-03-16 21:32:56.949915,,,159.58,159.62,22,233,Glass
16264,2023-03-16 21:32:57.707413,159.58,1,,,,,Deal
40771,2023-03-16 21:32:57.707413,,,159.58,159.62,21,233,Glass
40772,2023-03-16 21:32:58.495390,,,159.58,159.62,20,233,Glass
16265,2023-03-16 21:32:58.495390,159.58,1,,,,,Deal
40773,2023-03-16 21:33:03.436965,,,159.58,159.62,19,233,Glass
16266,2023-03-16 21:33:03.436965,159.58,1,,,,,Deal
40774,2023-03-16 21:33:04.628151,,,159.58,159.62,18,233,Glass
16267,2023-03-16 21:33:04.628151,159.58,1,,,,,Deal
40775,2023-03-16 21:33:06.336499,,,159.58,159.62,17,233,Glass
16268,2023-03-16 21:33:06.336499,159.58,1,,,,,Deal
40776,2023-03-16 21:33:14.926995,,,159.58,159.62,16,233,Glass
16269,2023-03-16 21:33:14.926995,159.58,1,,,,,Deal
40777,2023-03-16 21:33:16.168402,,,159.58,159.62,15,233,Glass
16270,2023-03-16 21:33:16.168402,159.58,1,,,,,Deal
40778,2023-03-16 21:33:19.761738,,,159.58,159.62,15,190,Glass
16271,2023-03-16 21:33:19.761738,159.62,43,,,,,Deal
40779,2023-03-16 21:33:31.349072,,,159.58,159.61,15,9,Glass
16272,2023-03-16 21:33:31.349072,159.61,2,,,,,Deal
40780,2023-03-16 21:33:42.833825,,,159.57,159.61,41,9,Glass
16273,2023-03-16 21:33:42.833825,159.58,15,,,,,Deal
40781,2023-03-16 21:33:44.756757,,,159.57,159.61,6,10,Glass
40782,2023-03-16 21:33:50.380863,,,159.57,159.61,6,12,Glass
40783,2023-03-16 21:33:59.658329,,,159.56,159.61,80,12,Glass
16274,2023-03-16 21:33:59.658329,159.57,6,,,,,Deal
40784,2023-03-16 21:34:01.177702,,,159.54,159.55,5934,57,Glass
40785,2023-03-16 21:34:06.489289,,,159.54,159.55,5934,136,Glass
16275,2023-03-16 21:34:16.908234,159.55,1,,,,,Deal
40786,2023-03-16 21:34:16.908234,,,159.54,159.55,5934,135,Glass
16276,2023-03-16 21:34:18.191215,159.55,56,,,,,Deal
40787,2023-03-16 21:34:18.191215,,,159.54,159.55,5934,79,Glass
40788,2023-03-16 21:34:20.818437,,,159.54,159.55,5923,354,Glass
16277,2023-03-16 21:34:20.818437,159.54,1,,,,,Deal
40789,2023-03-16 21:34:21.834504,,,159.54,159.55,5917,354,Glass
16278,2023-03-16 21:34:21.834504,159.54,6,,,,,Deal
40790,2023-03-16 21:34:27.948921,,,159.54,159.55,5916,355,Glass
40791,2023-03-16 21:34:30.602338,,,159.54,159.55,5914,355,Glass
16279,2023-03-16 21:34:30.602338,159.54,2,,,,,Deal
40792,2023-03-16 21:34:33.247226,,,159.54,159.55,5914,350,Glass
16280,2023-03-16 21:34:33.247226,159.55,5,,,,,Deal
16281,2023-03-16 21:34:37.346250,159.54,1,,,,,Deal
40793,2023-03-16 21:34:37.346250,,,159.54,159.55,5913,350,Glass
40794,2023-03-16 21:34:40.810934,,,159.54,159.55,5912,350,Glass
16282,2023-03-16 21:34:40.810934,159.54,1,,,,,Deal
16283,2023-03-16 21:34:41.645225,159.54,1,,,,,Deal
40795,2023-03-16 21:34:41.645225,,,159.54,159.55,5911,346,Glass
40796,2023-03-16 21:34:42.789120,,,159.54,159.55,5910,346,Glass
16284,2023-03-16 21:34:42.789120,159.54,1,,,,,Deal
16285,2023-03-16 21:34:44.566830,159.54,1,,,,,Deal
40797,2023-03-16 21:34:44.566830,,,159.54,159.55,5909,346,Glass
16286,2023-03-16 21:34:46.582326,159.54,1,,,,,Deal
40798,2023-03-16 21:34:46.582326,,,159.54,159.55,5909,345,Glass
16287,2023-03-16 21:34:48.064279,159.55,1,,,,,Deal
40799,2023-03-16 21:34:48.064279,,,159.54,159.55,5909,344,Glass
40800,2023-03-16 21:34:51.754920,,,159.54,159.55,5909,341,Glass
16288,2023-03-16 21:34:51.754920,159.55,3,,,,,Deal
16289,2023-03-16 21:35:04.376090,159.55,41,,,,,Deal
40801,2023-03-16 21:35:04.376090,,,159.54,159.55,5909,300,Glass
40802,2023-03-16 21:35:07.438252,,,159.54,159.55,5729,241,Glass
16290,2023-03-16 21:35:07.438252,159.54,180,,,,,Deal
40803,2023-03-16 21:35:14.084011,,,159.54,159.55,5729,242,Glass
40804,2023-03-16 21:35:24.844449,,,159.54,159.55,5729,241,Glass
16291,2023-03-16 21:35:24.844449,159.55,1,,,,,Deal
16292,2023-03-16 21:35:31.303552,159.55,6,,,,,Deal
40805,2023-03-16 21:35:31.303552,,,159.54,159.55,5729,235,Glass
40806,2023-03-16 21:35:32.242612,,,159.54,159.55,5729,236,Glass
40807,2023-03-16 21:35:34.627400,,,159.54,159.55,5870,236,Glass
16293,2023-03-16 21:35:36.404337,159.55,10,,,,,Deal
40808,2023-03-16 21:35:36.404337,,,159.54,159.55,5840,236,Glass
40809,2023-03-16 21:35:42.681293,,,159.54,159.55,5850,156,Glass
40810,2023-03-16 21:35:45.200005,,,159.54,159.55,5856,156,Glass
16294,2023-03-16 21:35:46.627121,159.55,1,,,,,Deal
40811,2023-03-16 21:35:46.627121,,,159.54,159.55,5856,155,Glass
16295,2023-03-16 21:35:50.119108,159.54,669,,,,,Deal
40812,2023-03-16 21:35:50.119108,,,159.54,159.55,5187,155,Glass
40813,2023-03-16 21:36:01.782986,,,159.54,159.55,5120,155,Glass
40814,2023-03-16 21:36:12.104866,,,159.54,159.55,5119,155,Glass
16296,2023-03-16 21:36:12.104866,159.54,1,,,,,Deal
40815,2023-03-16 21:36:23.571427,,,159.54,159.55,5119,156,Glass
40816,2023-03-16 21:36:24.302000,,,159.54,159.55,5099,158,Glass
40817,2023-03-16 21:36:28.499812,,,159.54,159.55,4999,158,Glass
16297,2023-03-16 21:36:28.499812,159.54,100,,,,,Deal
40818,2023-03-16 21:36:35.269735,,,159.54,159.55,4998,158,Glass
16298,2023-03-16 21:36:35.269735,159.54,1,,,,,Deal
40819,2023-03-16 21:36:38.809304,,,159.54,159.55,4997,158,Glass
16299,2023-03-16 21:36:38.809304,159.54,1,,,,,Deal
40820,2023-03-16 21:36:40.013500,,,159.54,159.55,4996,158,Glass
16300,2023-03-16 21:36:40.013500,159.54,1,,,,,Deal
40821,2023-03-16 21:36:41.611702,,,159.54,159.55,4995,158,Glass
16301,2023-03-16 21:36:41.611702,159.54,1,,,,,Deal
40822,2023-03-16 21:36:43.799703,,,159.54,159.55,4995,168,Glass
40823,2023-03-16 21:36:44.705016,,,159.54,159.55,4995,163,Glass
16302,2023-03-16 21:36:44.705016,159.55,5,,,,,Deal
16303,2023-03-16 21:36:45.380789,159.54,1,,,,,Deal
40824,2023-03-16 21:36:45.380789,,,159.54,159.55,4994,163,Glass
40825,2023-03-16 21:36:46.922537,,,159.54,159.55,4993,163,Glass
16304,2023-03-16 21:36:46.922537,159.54,1,,,,,Deal
40826,2023-03-16 21:37:14.113089,,,159.54,159.55,4992,163,Glass
16305,2023-03-16 21:37:14.113089,159.54,1,,,,,Deal
40827,2023-03-16 21:37:40.402700,,,159.54,159.55,4992,162,Glass
16306,2023-03-16 21:37:40.402700,159.55,1,,,,,Deal
16307,2023-03-16 21:37:50.700323,159.55,60,,,,,Deal
40828,2023-03-16 21:37:50.700323,,,159.54,159.55,4992,102,Glass
16308,2023-03-16 21:38:01.707463,159.55,2,,,,,Deal
40829,2023-03-16 21:38:01.707463,,,159.54,159.55,4992,100,Glass
40830,2023-03-16 21:38:14.602178,,,159.54,159.55,4992,15,Glass
16309,2023-03-16 21:38:19.986803,159.54,334,,,,,Deal
40831,2023-03-16 21:38:19.986803,,,159.54,159.55,4709,15,Glass
40832,2023-03-16 21:38:24.021968,,,159.54,159.55,4709,14,Glass
16310,2023-03-16 21:38:24.021968,159.55,1,,,,,Deal
16311,2023-03-16 21:38:26.669059,159.55,1,,,,,Deal
40833,2023-03-16 21:38:26.669059,,,159.54,159.55,4709,13,Glass
40834,2023-03-16 21:38:32.851571,,,159.54,159.55,4669,13,Glass
40835,2023-03-16 21:38:38.279451,,,159.54,159.55,4670,13,Glass
16312,2023-03-16 21:38:38.680327,159.54,1,,,,,Deal
40836,2023-03-16 21:38:39.278746,,,159.54,159.55,4669,12,Glass
16313,2023-03-16 21:38:39.278746,159.55,1,,,,,Deal
40837,2023-03-16 21:38:47.416384,,,159.54,159.55,4668,4,Glass
16314,2023-03-16 21:38:47.416384,159.54,1,,,,,Deal
40838,2023-03-16 21:38:51.996419,,,159.54,159.55,4668,5,Glass
40839,2023-03-16 21:39:01.803222,,,159.54,159.55,4668,1,Glass
16315,2023-03-16 21:39:01.803222,159.55,4,,,,,Deal
16316,2023-03-16 21:39:02.795272,159.56,1,,,,,Deal
40840,2023-03-16 21:39:02.795272,,,159.55,159.57,152,1,Glass
40841,2023-03-16 21:39:04.502517,,,159.55,159.58,152,1,Glass
40842,2023-03-16 21:39:06.604901,,,159.55,159.58,154,1,Glass
40843,2023-03-16 21:39:08.211369,,,159.55,159.58,155,1,Glass
40844,2023-03-16 21:39:12.112063,,,159.55,159.58,160,1,Glass
40845,2023-03-16 21:39:19.396167,,,159.55,159.58,460,1,Glass
16317,2023-03-16 21:39:19.885809,159.58,1,,,,,Deal
40846,2023-03-16 21:39:22.669928,,,159.55,159.59,459,2,Glass
16318,2023-03-16 21:39:23.610394,159.59,1,,,,,Deal
40847,2023-03-16 21:39:23.610394,,,159.55,159.59,459,1,Glass
40848,2023-03-16 21:39:29.683248,,,159.58,159.59,1,1,Glass
16319,2023-03-16 21:39:38.624875,159.59,1,,,,,Deal
40849,2023-03-16 21:39:38.624875,,,159.58,159.6,1,1,Glass
16320,2023-03-16 21:39:48.011082,159.6,1,,,,,Deal
40850,2023-03-16 21:39:48.011082,,,159.59,159.61,9,1,Glass
40851,2023-03-16 21:39:55.994043,,,159.59,159.61,149,1,Glass
40852,2023-03-16 21:39:56.625685,,,159.59,159.62,149,40,Glass
16321,2023-03-16 21:39:56.625685,159.61,1,,,,,Deal
40853,2023-03-16 21:39:57.707792,,,159.6,159.64,140,190,Glass
16322,2023-03-16 21:39:57.707792,159.63,2,,,,,Deal
40854,2023-03-16 21:40:06.001045,,,159.6,159.63,440,17,Glass
40855,2023-03-16 21:40:11.245659,,,159.6,159.64,300,12,Glass
40856,2023-03-16 21:40:15.116301,,,159.6,159.64,223,12,Glass
16323,2023-03-16 21:40:15.116301,159.6,77,,,,,Deal
40857,2023-03-16 21:40:16.548622,,,159.6,159.63,223,2,Glass
40858,2023-03-16 21:40:21.481164,,,159.6,159.63,223,1,Glass
16324,2023-03-16 21:40:21.481164,159.63,1,,,,,Deal
16325,2023-03-16 21:40:22.756208,159.63,1,,,,,Deal
40859,2023-03-16 21:40:22.756208,,,159.6,159.64,223,12,Glass
16326,2023-03-16 21:40:24.086683,159.65,20,,,,,Deal
40860,2023-03-16 21:40:24.086683,,,159.6,159.65,223,204,Glass
40861,2023-03-16 21:40:26.056519,,,159.61,159.65,1,204,Glass
40862,2023-03-16 21:40:29.494077,,,159.63,159.65,1,204,Glass
40863,2023-03-16 21:40:32.536159,,,159.64,159.66,2,24,Glass
40864,2023-03-16 21:40:34.614268,,,159.64,159.65,2,1,Glass
40865,2023-03-16 21:40:36.057584,,,159.64,159.66,2,24,Glass
16327,2023-03-16 21:40:36.057584,159.65,1,,,,,Deal
40866,2023-03-16 21:40:42.678850,,,159.64,159.66,2,23,Glass
16328,2023-03-16 21:40:42.678850,159.66,1,,,,,Deal
40867,2023-03-16 21:40:44.198241,,,159.63,159.66,1,244,Glass
40868,2023-03-16 21:40:48.037747,,,159.63,159.66,1,21,Glass
16329,2023-03-16 21:40:48.037747,159.66,1,,,,,Deal
40869,2023-03-16 21:40:55.710146,,,159.63,159.65,1,1,Glass
16330,2023-03-16 21:40:58.295017,159.65,1,,,,,Deal
40870,2023-03-16 21:40:58.295017,,,159.63,159.66,1,22,Glass
16331,2023-03-16 21:41:00.135292,159.66,6,,,,,Deal
40871,2023-03-16 21:41:00.135292,,,159.63,159.66,1,16,Glass
